,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,MOŽEMO,DP,HDZ,SDP,BM
5659,DUBROVNIK,48,SIPAN MO SIPANSKA LUKA,DOM MLADEZI SIPAN SIPANSKA LUKA,SIPANSKA LUKA BB DUBROVNIK,253,133,15,0,0,51,57,48 SIPAN MO SIPANSKA LUKA DUBROVNIK
5660,DUBROVNIK,38,KOLOCEP MO KOLOCEP,OSNOVNA SKOLA KOLOCEP,DONJE CELO BB DUBROVNIK,237,146,13,0,0,73,50,38 KOLOCEP MO KOLOCEP DUBROVNIK
5661,SLAVONSKI BROD,2,MJESNI ODBOR LUTVINKA,OBRTNICKA SKOLA SLAVONSKI BROD,SLAVONSKI BROD VLADIMIRA NAZORA 9 SLAVONSKI BROD,672,378,43,0,0,132,132,2 MJESNI ODBOR LUTVINKA SLAVONSKI BROD
5662,ZAKANJE,8,BIRACKO MJESTO BR 8 KOHANJAC,VATROGASNI DOM KOHANJAC,KOHANJAC ZAKANJE,89,38,2,0,0,14,11,8 BIRACKO MJESTO BR 8 KOHANJAC ZAKANJE
5663,SLAVONSKI BROD,105,MJESNI ODBOR JOSIP RIMAC,MJESNI ODBOR JOSIP RIMAC DOM KAT SLAVONSKI BROD,SLAVONSKI BROD AUGUSTINA JARICA 6 SLAVONSKI BROD,1661,794,41,0,0,325,171,35 MJESNI ODBOR JOSIP RIMAC SLAVONSKI BROD
5664,PLETERNICA,27,OS FRA KAJE ADZICA PODRUCNA SKOLA,ZARILAC,ZARILAC 39 PLETERNICA,142,82,0,0,0,52,14,27 OS FRA KAJE ADZICA PODRUCNA SKOLA PLETERNICA
5665,VELIKO TROJSTVO,11,VELIKO TROJSTVO,ZGRADA OPCINEMALA DVORANA,BRACE RADIC 28 VELIKO TROJSTVO,1021,386,23,0,0,114,173,11 VELIKO TROJSTVO VELIKO TROJSTVO
5666,SLAVONSKI BROD,3,MJESNI ODBOR LUTVINKA,OSNOVNA SKOLA MILAN AMRUS SLAVONSKI BROD,SLAVONSKI BROD NIKOLE ZRINSKOG 100 SLAVONSKI BROD,545,313,30,0,0,109,105,3 MJESNI ODBOR LUTVINKA SLAVONSKI BROD
5667,TROGIR,15,BIRACKO MJESTO BROJ 17 U DRVENIKU MALOM,BIVSA OS DRVENIK MALI,DRVENIK MALI TROGIR,145,96,4,0,0,33,45,17 BIRACKO MJESTO BROJ 17 U DRVENIKU MALOM TROGIR
5668,ZAKANJE,1,BIRACKO MJESTO BR 1 BUBNJARCI,VATROGASNI DOM BUBNJARCI,BUBNJARCI ZAKANJE,183,106,18,0,0,44,28,1 BIRACKO MJESTO BR 1 BUBNJARCI ZAKANJE
5669,ZAKANJE,10,BIRACKO MJESTO BR 10 PRAVUTINA,VATROGASNI DOM PRAVUTINA,PRAVUTINA ZAKANJE,180,108,10,0,0,35,31,10 BIRACKO MJESTO BR 10 PRAVUTINA ZAKANJE
5670,MEDULIN,7,PREMANTURA BIRACKO MJESTO BR 7,DRUSTVENI DOM,SELO 120 PREMANTURA MEDULIN,737,397,20,0,0,72,137,7 PREMANTURA BIRACKO MJESTO BR 7 MEDULIN
5671,KOSTRENA,1,KOSTRENA,NARODNA CITAONICA KOSTRENA,SVETA LUCIJA 14 KOSTRENA,1210,638,65,0,0,178,235,1 KOSTRENA KOSTRENA
5672,ZAKANJE,7,BIRACKO MJESTO BR 7 BREZNIK ZAKANJSKI,KUCA MIJE BOLDIN,BREZNIK ZAK KBR 13 ZAKANJE,32,17,5,0,0,5,5,7 BIRACKO MJESTO BR 7 BREZNIK ZAKANJSKI ZAKANJE
5673,BJELOVAR,22,BJELOVAR,MEDICINSKA SKOLA,POLJANA DR FRANJE TUDMANA 8 BJELOVAR,677,348,34,0,0,97,173,17 BJELOVAR BJELOVAR
5674,DUBROVNIK,42,MRCEVO MO MRCEVO,MJESNI ODBOR MRCEVO,MRCEVO BB DUBROVNIK,102,73,6,0,0,60,2,42 MRCEVO MO MRCEVO DUBROVNIK
5675,ZAGREBCENTAR ZAPAD,399,CIGLENICA,SREDNJA SKOLA CENTAR ZA ODGOJ I OBRAZOVANJE,ZAGORSKA ULICA 14 ZAGREBCENTAR ZAPAD,3932,2141,253,0,0,653,776,130 CIGLENICA ZAGREBCENTAR ZAPAD131 CIGLENICA ZAGREBCENTAR ZAPAD132 CIGLENICA ZAGREBCENTAR ZAPAD
5676,SLAVONSKI BROD,14,MJESNI ODBOR PLAVO POLJE,OPCINSKI SUD SLAVONSKI BROD,SLAVONSKI BROD TRG POBJEDE 15 SLAVONSKI BROD,835,421,39,0,0,129,179,14 MJESNI ODBOR PLAVO POLJE SLAVONSKI BROD
5677,ROVINJ ROVIGNO,4,ROVINJ,STRUKOVNA SKOLA EKUMICICA,CARDUCCI 13 ROVINJ ROVIGNO,714,366,16,0,0,40,102,4 ROVINJ ROVINJ ROVIGNO
5678,LIPIK,2,DRUSTVENI DOM U LIPIKU,LIPIK,SLAVONSKA 45 LIPIK,422,225,22,0,0,88,76,2 DRUSTVENI DOM U LIPIKU LIPIK
5679,METKOVIC,5,METKOVIC,DUBRAVICAMJESNI URED DUBRAVICA BB,DUBRAVICA BB METKOVIC,87,65,13,0,0,19,31,5 METKOVIC METKOVIC
5680,BJELOVAR,29,BJELOVAR,III OSNOVNA SKOLA,TOME BAKACA 11D BJELOVAR,1411,775,71,0,0,242,340,12 BJELOVAR BJELOVAR
5681,OZALJ,19,BIRACKO MJESTO BR 19 TRG,SKOLA TRG,TRG OZALJ,186,79,7,0,0,29,17,19 BIRACKO MJESTO BR 19 TRG OZALJ
5682,OSIJEK,44,OSIJEK,IIGIMNAZIJA OSIJEK,ULICA KAMILA FIRINGERA 5 OSIJEK,304,132,17,0,0,28,53,44 OSIJEK OSIJEK
5683,DUBROVNIK,22,DUBROVNIK GK GRUZ,PROSTORIJE GRADSKE ORGANIZACIJE CRVENOG KRIZA,OBALA PAPE IVANA PAVLA II 61 DUBROVNIK,582,279,28,0,0,87,128,22 DUBROVNIK GK GRUZ DUBROVNIK
5684,DUBROVNIK,39,LJUBAC MO LJUBAC,DOM LJUBAC,LJUBAC BB DUBROVNIK,64,47,1,0,0,28,8,39 LJUBAC MO LJUBAC DUBROVNIK
5685,SISAK,7,SISAK,ZGRADA SISACKOMOSLAVACKE ZUPANIJE,S I A RADICA 36 SISAK,943,545,33,0,0,184,235,3 SISAK SISAK4 SISAK SISAK
5686,SLAVONSKI BROD,13,MJESNI ODBOR PLAVO POLJE,GIMNAZIJA MATIJA MESIC SLAVONSKI BROD,SLAVONSKI BROD NASELJE SLAVONIJA I 8 SLAVONSKI BROD,931,517,55,0,0,175,208,13 MJESNI ODBOR PLAVO POLJE SLAVONSKI BROD
5687,TROGIR,12,BIRACKO MJESTO BROJ 14 U ZEDNOM,DRUSTVENI DOM ZEDNO,ZEDNO TROGIR,115,69,10,0,0,20,32,14 BIRACKO MJESTO BROJ 14 U ZEDNOM TROGIR
5688,DUBROVNIK,37,DUBROVNIK GK LAPAD,DUBROVACKI OPSKRBNI CENTAR PROSTORIJA A,KRALJA TOMISLAVA 7 DUBROVNIK,1402,719,100,0,0,270,249,18 DUBROVNIK GK LAPAD DUBROVNIK
5689,DUBROVNIK,25,DUBROVNIK GK GRUZ,PROSTORIJE GRADSKOG KOTARA GRUZ,OBALA STJEPANA RADICA 29 DUBROVNIK,998,521,71,0,0,148,228,25 DUBROVNIK GK GRUZ DUBROVNIK
5690,SLAVONSKI BROD,72,MJESNI ODBOR KOLONIJA,PODRUCNA SKOLA DURO PILAR SLAVONSKI BROD,SLAVONSKI BROD ULICA VINOGRADSKA CESTA 84 SLAVONSKI BROD,2483,1149,114,0,0,450,305,23 MJESNI ODBOR KOLONIJA SLAVONSKI BROD
5691,TROGIR,13,BIRACKO MJESTO BROJ 15 U MASTRINCI,HOTEL SV KRIZ,DOMOVINSKE ZAHVALNOSTI 1 TROGIR,1051,448,61,0,0,234,103,15 BIRACKO MJESTO BROJ 15 U MASTRINCI TROGIR
5692,OZALJ,15,BIRACKO MJESTO BR 15 STOJAVNICE,KUCA JANKA KOSTELCA,SRSICI 6 OZALJ,57,21,1,0,0,12,1,15 BIRACKO MJESTO BR 15 STOJAVNICE OZALJ
5693,BJELOVAR,49,BJELOVAR,MO BAN J JELACIC,RADNICKO NASELJE PRILAZ II KBR 3 BJELOVAR,1229,606,35,0,0,273,191,19 BJELOVAR BJELOVAR
5694,VINKOVCI,20,VINKOVCI,PLINARA ISTOCNE SLAVONIJE PIS,OHRIDSKA 17 VINKOVCI,738,423,28,0,0,170,146,20 VINKOVCI VINKOVCI
5695,DUBROVNIK,1,BRSECINE MO BRSECINE,MJESNI ODBOR BRSECINE,BRSECINE BB DUBROVNIK,92,58,3,0,0,31,6,1 BRSECINE MO BRSECINE DUBROVNIK
5696,OZALJ,8,BIRACKO MJESTO BR 8 NOVAKI OZALJSKI,VATROGASNI DOM DVORISCE,OZALJSKI NOVAKI OZALJ,152,63,5,0,0,19,26,8 BIRACKO MJESTO BR 8 NOVAKI OZALJSKI OZALJ
5697,DUBROVNIK,34,DUBROVNIK GK,BARAKAKLUB UMIROVLJENIKA,NOVA MOKOSICA DUBROVNIK,1235,632,92,0,0,203,230,34 DUBROVNIK GK MOKOSICA DUBROVNIK
5698,DUBROVNIK,43,ORASAC MO ORASAC,MATICNI URED ORASAC,NA KOMARDI 21 DUBROVNIK,598,377,27,0,0,190,77,43 ORASAC MO ORASAC DUBROVNIK
5699,ROVINJ ROVIGNO,2,ROVINJ,MUZEJ GRADA ROVINJAROVIGNO,TRG MTITA 11 ROVINJ ROVIGNO,719,321,14,0,0,55,86,2 ROVINJ ROVINJ ROVIGNO
5700,VINKOVCI,6,VINKOVCI,DJECJI VRTIC EDEN,ERVENICKA 1 VINKOVCI,998,540,71,0,0,266,114,6 VINKOVCI VINKOVCI
5701,DUBROVNIK,46,SUDURAD MO SUDURAD,OSNOVNA SKOLA SUDURAD,SUDURAD BB DUBROVNIK,220,123,16,0,0,54,29,46 SUDURAD MO SUDURAD DUBROVNIK
5702,KASTAV,7,KASTAV,PROSTORIJA SKOLSKE SPORTSKE DVORANE,STRAZNICA 2 KASTAV,781,454,20,0,0,108,200,6 KASTAV KASTAV
5703,DUBROVNIK,51,ZATON VELIKI MO ZATON,URED TICA ZATON VELIKI,ZATON VELIKI DUBROVNIK,368,199,22,0,0,71,65,51 ZATON VELIKI MO ZATON DUBROVNIK
5704,BJELOVAR,5,BJELOVAR,VELEUCILISTE U BJELOVARU II,A B SIMICA 1 BJELOVAR,370,203,15,0,0,67,82,5 BJELOVAR BJELOVAR
5705,PLETERNICA,25,OS FRA KAJE ADZICA PODRUCNA SKOLA,GRADAC,STJEPANA RADICA 211 PLETERNICA,791,417,34,0,0,248,53,25 OS FRA KAJE ADZICA PODRUCNA SKOLA PLETERNICA
5706,DUBROVNIK,7,DUBROVNIK GK GRAD,OSNOVNA SKOLA MARINA GETALDICA DVORANA A,N GUCETICA 1 DUBROVNIK,1076,539,109,0,0,174,179,7 DUBROVNIK GK GRAD DUBROVNIK
5707,DUBROVNIK,50,DUBROVNIK GK GRUZ,OSNOVNA SKOLA IVAN GUNDULIC DVORANA A,SUSTJEPANSKA 14 DUBROVNIK,2595,1231,136,0,0,502,447,24 DUBROVNIK GK GRUZ DUBROVNIK
5708,MEDULIN,6,PJESCANA UVALA BIRACKO MJESTO BR 6,DRUSTVENI DOM PJESCANA UVALA,PJESCANA UVALA II OGRANAK BB MEDULIN,530,324,20,0,0,53,103,6 PJESCANA UVALA BIRACKO MJESTO BR 6 MEDULIN
5709,VARAZDIN,6,VARAZDIN,PROSTORIJE HZPUTNICKI PRIJEVOZ ULAZ IZA DOMA ZELJEZNICARA,KOLODVORSKA 17 VARAZDIN,831,445,44,0,0,93,218,6 VARAZDIN VARAZDIN
5710,OZALJ,7,BIRACKO MJESTO BR 7 JASKOVO,MO JASKOVO,JASKOVO OZALJ,398,186,17,0,0,56,69,7 BIRACKO MJESTO BR 7 JASKOVO OZALJ
5711,ROVINJ ROVIGNO,11,ROVINJ,OS JDOBRILE,SPAULETICA 8 ROVINJ ROVIGNO,1813,965,47,0,0,106,289,5 ROVINJ ROVINJ ROVIGNO6 ROVINJ ROVINJ ROVIGNO
5712,RIBNIK,2,BIRACKO MJESTO BR 2 LIPNIK,PROSTORIJE DVDA LIPNIK STARA SKOLA U LIPNIKU,LIPNIK BB RIBNIK,123,63,3,0,0,11,27,2 BIRACKO MJESTO BR 2 LIPNIK RIBNIK
5713,SLAVONSKI BROD,1,MJESNI ODBOR LUTVINKA,RADNICKI DOM SLAVONSKI BROD,SLAVONSKI BROD RADNICKI TRG 5 SLAVONSKI BROD,580,319,28,0,0,131,113,1 MJESNI ODBOR LUTVINKA SLAVONSKI BROD
5714,DUBROVNIK,21,DUBROVNIK GK LAPAD,DJECJI VRTIC RADOST,ZRTAVA S DAKSE 36 DUBROVNIK,539,294,41,0,0,82,121,21 DUBROVNIK GK LAPAD DUBROVNIK
5715,VARAZDIN,41,VARAZDIN,BIRALISTE 1 PROSTORIJE DRUSTVENOG DOMA,M KOLARICA 23 VARAZDIN,1529,879,87,0,0,165,431,41 VARAZDIN VARAZDIN
5716,OZALJ,14,BIRACKO MJESTO BR 14 DOJUTROVICA,VATROGASNI DOM,DOJUTROVICA OZALJ,60,29,1,0,0,8,14,14 BIRACKO MJESTO BR 14 DOJUTROVICA OZALJ
5717,KRASIC,10,BIRACKO MJESTO BR9 PRIBIC CRKVENI,PROSTORIJE MJESNOG ODBORA PRIBIC,PRIBIC CRKVENI KRASIC,361,145,5,0,0,91,28,9 BIRACKO MJESTO BR9 PRIBIC CRKVENI KRASIC
5718,PLETERNICA,22,OS FRA KAJE ADZICA PODRUCNA SKOLA,ZAGRADE,ZAGRADE 37 PLETERNICA,389,217,17,0,0,146,24,22 OS FRA KAJE ADZICA PODRUCNA SKOLA PLETERNICA
5719,OZALJ,18,BIRACKO MJESTO BR 18 VRHOVAC,VATROGASNI DOM,VRHOVAC OZALJ,494,211,13,0,0,72,70,18 BIRACKO MJESTO BR 18 VRHOVAC OZALJ
5720,ZABOK,13,MARTINISCE,VATROGASNI DOM DVD GUBASEVO,MARTINISCE 5 ZABOK,494,271,13,0,0,63,152,14 MARTINISCE ZABOK
5721,DUBROVNIK,12,DUBROVNIK GK,OBRTNICKA SKOLA,IVA VOJNOVICA 12 DUBROVNIK,1336,717,106,0,0,279,250,12 DUBROVNIK GK MONTOVJERNA DUBROVNIK
5722,OZALJ,17,BIRACKO MJESTO BR 17 LOVIC PREKRISKI,VATROGASNI DOM,LOVIC PREKRISKI OZALJ,62,35,4,0,0,15,8,17 BIRACKO MJESTO BR 17 LOVIC PREKRISKI OZALJ
5723,DUBROVNIK,29,DUBROVNIK GK,DJECIJI VRTIC II,UZ JADRANSKU CESTU BB MOKOSICA DUBROVNIK,595,297,34,0,0,191,27,29 DUBROVNIK GK MOKOSICA DUBROVNIK
5724,SLAVONSKI BROD,110,MJESNI ODBOR BRODSKO VINOGORJE,OSNOVNA SKOLA DURO PILAR SLAVONSKI BROD,SLAVONSKI BROD ULICA ZLATKA BALOKOVICA 1 SLAVONSKI BROD,2874,1291,146,0,0,575,352,26 MJESNI ODBOR BRODSKO VINOGORJE SLAVONSKI BROD
5725,DUBROVNIK,8,DUBROVNIK GK PILEKONO,POSLIJE DIPLOMSKO SREDISTE,DON FRANA BULICA 4 DUBROVNIK,1031,529,62,0,0,204,190,8 DUBROVNIK GK PILEKONO DUBROVNIK
5726,DUBROVNIK,50,ZATON MALI MO ZATON,DOM MLADEZI ZATON MALI,ZATON MALI BB DUBROVNIK,731,376,64,0,0,141,117,50 ZATON MALI MO ZATON DUBROVNIK
5727,DUBROVNIK,16,DUBROVNIK GK LAPAD,GRADSKI KOTAR LAPAD,KNEZA DOMAGOJA 2 DUBROVNIK,1050,553,67,0,0,136,263,16 DUBROVNIK GK LAPAD DUBROVNIK
5728,VALPOVO,8,VALPOVO,VATROGASNI DOM VALPOVO,MATIJE GUPCA 50 VALPOVO,670,312,27,0,0,125,68,8 VALPOVO VALPOVO
5729,RIJEKA,84,CENTAR SUSAK,OS CENTAR,PODHUMSKIH ZRTAVA 5 RIJEKA,847,398,18,0,0,95,186,84 CENTAR SUSAK RIJEKA
5730,LIPIK,9,DRUSTVENI DOM U FILIPOVCU,FILIPOVAC,TABOR 14 LIPIK,344,191,13,0,0,77,68,10 DRUSTVENI DOM U FILIPOVCU LIPIK
5731,PAZIN,4,TRVIZ,DRUSTVENI DOM,KATUN TRVISKI PAZIN,660,284,23,0,0,59,68,13 TRVIZ PAZIN
5732,OZALJ,4,BIRACKO MJESTO BR 4 MALI ERJAVEC,MO MALI ERJAVEC,MALI ERJAVEC OZALJ,429,185,13,0,0,57,57,4 BIRACKO MJESTO BR 4 MALI ERJAVEC OZALJ
5733,PLETERNICA,34,KUCA STANKA BARISICA DVORANA,VESELA,VESELA 4A PLETERNICA,124,74,6,0,0,46,6,34 KUCA STANKA BARISICA DVORANA PLETERNICA
5734,VARAZDIN,2,VARAZDIN,PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUSTVA VARAZDIN DVORISTE,TRENKOVA 44 VARAZDIN,758,414,27,0,0,71,229,2 VARAZDIN VARAZDIN
5735,PLETERNICA,36,OS FRA KAJE ADZICA PODRUCNA SKOLA FRKLJEVCI,KADANOVCI,KADANOVCI 5 PLETERNICA,447,274,8,0,0,176,55,36 OS FRA KAJE ADZICA PODRUCNA SKOLA FRKLJEVCI PLETERNICA
5736,TROGIR,14,BIRACKO MJESTO BROJ 16 U ARBANIJI,MJESNI ODBOR,ARBANIJA TROGIR,444,199,14,0,0,89,76,16 BIRACKO MJESTO BROJ 16 U ARBANIJI TROGIR
5737,OSIJEK,207,OSIJEK,MJESNO ODBOR CVJETNO,VIJENAC LIPA 36 OSIJEK,1498,835,110,0,0,282,231,103 OSIJEK OSIJEK104 OSIJEK OSIJEK
5738,KRASIC,11,BIRACKO MJESTO BR10 DONJE PREKRIZJE,PROSTORIJE DRUSTVENOG DOMA DONJE PREKRIZJE,DONJE PREKRIZJE KRASIC,127,63,7,0,0,34,14,10 BIRACKO MJESTO BR10 DONJE PREKRIZJE KRASIC
5739,VALPOVO,6,VALPOVO,GRADSKA KNJIZNICA I CITAONICA,ULICA JOSIPA JURJA STROSSMAYERA 36 VALPOVO,640,336,33,0,0,106,116,6 VALPOVO VALPOVO
5740,DUBROVNIK,41,MRAVINJAC MO MRAVINJAC,MJESNI ODBOR MRAVINJAC,MRAVINJAC BB DUBROVNIK,56,46,5,0,0,22,15,41 MRAVINJAC MO MRAVINJAC DUBROVNIK
5741,DUBROVNIK,40,LOPUD MO LOPUD,OSNOVNA SKOLA ANTUN MASLE,LOPUD DUBROVNIK,306,143,19,0,0,53,41,40 LOPUD MO LOPUD DUBROVNIK
5742,DUBROVNIK,5,DUBROVNIK GK PLOCE IZA GRADA,UGOSTITELJSKA SKOLA,ZUPSKA BROJ 2 DUBROVNIK,547,301,42,0,0,107,119,5 DUBROVNIK GK PLOCE IZA GRADA DUBROVNIK
5743,KARLOVAC,86,BIRACKO MJESTO BR 86,OSNOVNA SKOLA HRNETIC,HRNETIC 20 KARLOVAC,595,352,19,0,0,153,89,86 BIRACKO MJESTO BR 86 KARLOVAC
5744,DUBROVNIK,28,DUBROVNIK GK,DJECIJI VRTIC I,UZ JADRANSKU CESTU BBMOKOSICA DUBROVNIK,1492,771,117,0,0,378,167,28 DUBROVNIK GK MOKOSICA DUBROVNIK
5745,LIPIK,7,OSNOVNA SKOLA U DOBROVCU,DOBROVAC,STJEPANA RADICA 54 LIPIK,333,179,21,0,0,98,38,8 OSNOVNA SKOLA U DOBROVCU LIPIK
5746,DAKOVO,19,DAKOVO,CENTAR ZA SOCIJALNU SKRB,PPRERADOVICA 2 DAKOVO,512,218,18,0,0,58,77,19 DAKOVO DAKOVO
5747,OZALJ,5,BIRACKO MJESTO BR 5 GRDUN,MO GRDUN,GRDUN OZALJ,114,56,4,0,0,43,3,5 BIRACKO MJESTO BR 5 GRDUN OZALJ
5748,VODNJAN DIGNANO,1,PEROJ BIRACKO MJESTO BR 1,BIVSA MJESNA ZAJEDNICA,PEROJ 44 VODNJAN DIGNANO,878,437,21,0,0,78,139,1 PEROJ BIRACKO MJESTO BR 1 VODNJAN DIGNANO
5749,SLAVONSKI BROD,123,MJESNI ODBOR JOSIP JURAJ STROSSMAYER,DJECJI VRTIC RADOST SLAVONSKI BROD,SLAVONSKI BROD ULICA TOME BAKACA 120 A SLAVONSKI BROD,1366,647,54,0,0,222,224,61 MJESNI ODBOR JOSIP JURAJ STROSSMAYER SLAVONSKI BROD62 MJESNI ODBOR JOSIP JURAJ STROSSMAYER SLAVONSKI BROD
5750,BRINJE,3,BRINJE OS BRINJE I KAT,OS BRINJE I KAT,BRINJE BRINJE,1188,582,31,0,0,347,146,2 BRINJE OS BRINJE I KAT BRINJE
5751,BJELOVAR,37,BJELOVAR,MO STJEPAN RADIC,ANDRIJE MOHOROVICICA 59 BJELOVAR,1494,851,64,0,0,275,377,15 BJELOVAR BJELOVAR
5752,ZAGREBCENTAR ZAPAD,255,MARKUSEVEC,OS MARKUSEVEC PODRUCNA SKOLA BACUN,MARKUSEVECKA CESTA 38 ZAGREBCENTAR ZAPAD,729,432,52,0,0,161,79,247 MARKUSEVEC ZAGREBCENTAR ZAPAD
5753,NOVIGRAD CITTANOVA,3,DAJLADAILA,ZGRADA NOGOMETNOG KLUBA DAJLA,DAJLA BB DAJLA NOVIGRAD CITTANOVA,556,243,22,0,0,49,53,3 DAJLADAILA NOVIGRAD CITTANOVA
5754,VALPOVO,4,VALPOVO,DOM TEHNIKE VALPOVO ULAZ 1,BRACE RADICA 34 VALPOVO,731,384,33,0,0,120,109,4 VALPOVO VALPOVO
5755,DUBROVNIK,126,DUBROVNIK GK,OSNOVNA SKOLA I NOVA MOKOSICA,BARTOLA KASICA 20 DUBROVNIK,3999,1900,269,0,0,744,625,30 DUBROVNIK GK MOKOSICA DUBROVNIK
5756,BJELOVAR,19,BJELOVAR,MO DR A STARCEVICA,A STEPINCA 20A BJELOVAR,1240,691,47,0,0,232,309,9 BJELOVAR BJELOVAR
5757,RIBNIK,1,BIRACKO MJESTO BR 1 RIBNIK,PROSTORIJE DVDA RIBNIK POTKROVLJE IZNAD GARAZE,RIBNIK 2 RIBNIK,150,84,5,0,0,10,43,1 BIRACKO MJESTO BR 1 RIBNIK RIBNIK
5758,DUBROVNIK,9,DUBROVNIK GK PILE KONO,OSNOVNA SKOLA MARINA DRZICA,VOLANTINA 6 DUBROVNIK,1335,703,110,0,0,252,258,9 DUBROVNIK GK PILE KONO DUBROVNIK
5759,DUBROVNIK,15,DUBROVNIK GK,ZAVOD ZA JAVNO ZDRAVSTVO,OD SV MIHAJLA 6 DUBROVNIK,850,437,68,0,0,151,160,15 DUBROVNIK GK MONTOVJERNA DUBROVNIK
5760,TROGIR,8,BIRACKO MJESTO BROJ 9 U TROGIRU GRAD,OS PETAR BERISLAVIC,OBALA BANA BERISLAVICA 16 TROGIR,769,374,36,0,0,144,124,9 BIRACKO MJESTO BROJ 9 U TROGIRU GRAD TROGIR
5761,ZAKANJE,4,BIRACKO MJESTO BR 4 MISINCI,VATROGASNI DOM MISINCI,MISINCI ZAKANJE,107,72,6,0,0,28,23,4 BIRACKO MJESTO BR 4 MISINCI ZAKANJE
5762,SLAVONSKI BROD,127,MJESNI ODBOR JOSIP JURAJ STROSSMAYER,MJESNI ODBOR JOSIP JURAJ STROSSMAYER DOMMALA SALA SLAVONSKI BROD,SLAVONSKI BROD ULICA FRANA SUPILA 2 SLAVONSKI BROD,1973,929,90,0,0,311,362,64 MJESNI ODBOR JOSIP JURAJ STROSSMAYER SLAVONSKI BROD
5763,ZAKANJE,12,BIRACKO MJESTO BR 12 MOSANCI,VATROGASNI DOM MOSANCI,MOSANCI ZAKANJE,61,30,2,0,0,14,7,12 BIRACKO MJESTO BR 12 MOSANCI ZAKANJE
5764,PLETERNICA,12,OS FRA KAJE ADZICA PODRUCNA SKOLA,SESVETE,SESVETE BB PLETERNICA,105,55,3,0,0,33,10,12 OS FRA KAJE ADZICA PODRUCNA SKOLA PLETERNICA
5765,BJELOVAR,23,BJELOVAR,UGOSTITELJSKA SKOLA,POLJANA DR FRANJE TUDMANA 10 BJELOVAR,1096,624,40,0,0,205,297,18 BJELOVAR BJELOVAR
5766,ROVINJ ROVIGNO,11,ROVINJ,DJECJI VRTIC NEVEN PODRUCNO ODJELJENJE MONDELACO,ROIA 1 ROVINJ ROVIGNO,978,480,26,0,0,67,122,11 ROVINJ ROVINJ ROVIGNO
5767,PLETERNICA,31,KUCA DURE LOMBAR,PLETERNICKI MIHALJEVCI,PLETERNICKI MIHALJEVCI 29 PLETERNICA,12,2,0,0,0,2,0,31 KUCA DURE LOMBAR PLETERNICA
5768,ZAKANJE,6,BIRACKO MJESTO BR 6 ZAKANJE,VATROGASNI DOM ZAKANJE,ZAKANJE ZAKANJE,201,104,11,0,0,39,31,6 BIRACKO MJESTO BR 6 ZAKANJE ZAKANJE
5769,OZALJ,23,BIRACKO MJESTO BR 23 LEVKUSJE,VATROGASNI DOM,LEVKUSJE OZALJ,163,89,9,0,0,26,22,23 BIRACKO MJESTO BR 23 LEVKUSJE OZALJ
5770,DAKOVO,21,DAKOVO,UNIVERZAL DOO PROSTORIJA 1,VNAZORA 68 DAKOVO,1393,621,55,0,0,281,162,10 DAKOVO DAKOVO
5771,OZALJ,11,BIRACKO MJESTO BR 11 POLICE,SKOLA POLICE,POLICE OZALJ,212,78,5,0,0,10,52,11 BIRACKO MJESTO BR 11 POLICE OZALJ
5772,BJELOVAR,111,TROJSTVENI MARKOVAC,DOM U TROJSTVENOM MARKOVCU,DURDEVACKA CESTA 148 BJELOVAR,1450,748,56,0,0,283,297,48 TROJSTVENI MARKOVAC BJELOVAR
5773,DUBROVNIK,36,DUBROVNIK MO GROMACA,MJESNI ODBOR GROMACA,GROMACA BB DUBROVNIK,137,92,14,0,0,61,3,36 DUBROVNIK MO GROMACA DUBROVNIK
5774,DUBROVNIK,37,DUBROVNIK MO KLISEVO,DOM KLISEVO,KLISEVO DUBROVNIK,51,35,0,0,0,14,3,37 DUBROVNIK MO KLISEVO DUBROVNIK
5775,OZALJ,16,BIRACKO MJESTO BR 16 PODBREZJE,SKOLA PODBREZJE,PODBREZJE OZALJ,268,143,5,0,0,41,66,16 BIRACKO MJESTO BR 16 PODBREZJE OZALJ
5776,DUBROVNIK,47,SUSTJEPAN GK GRUZ,DRUSTVPROST NA SPORTS IGRALISTU SUSTJEPAN,SUSTJEPAN BB DUBROVNIK,247,137,16,0,0,55,45,47 SUSTJEPAN GK GRUZ DUBROVNIK
5777,MEDULIN,5,POMER BIRACKO MJESTO BR 5,ZGRADA ALBANEZ DOO,POMER 1 MEDULIN,367,185,13,0,0,20,51,5 POMER BIRACKO MJESTO BR 5 MEDULIN
5778,OZALJ,1,BIRACKO MJESTO BR 1 KURILOVAC,GRADSKA VIJECNICA,KURILOVAC 1 OZALJ,848,527,35,0,0,145,271,1 BIRACKO MJESTO BR 1 KURILOVAC OZALJ
5779,SLAVONSKI BROD,129,MJESNI ODBOR BUDAINKA,OSNOVNA SKOLA IVANA BRLIC MAZURANIC SLAVONSKI BROD,SLAVONSKI BROD ZAGREBACKA 78 SLAVONSKI BROD,1938,918,99,0,0,382,276,42 MJESNI ODBOR BUDAINKA SLAVONSKI BROD
